# Fix print output for fix def1
-0.000999999999999843 8.88178662000522 9.04612630493833 -42.9236081596479 309.764403553972 300
-0.00200000000000004 9.12677303999822 9.6706714567381 -44.4773799675666 290.943251509116 300
-0.00299999999999988 -3.78722200140448 -3.82376142387856 -40.2989909212407 294.208923886494 300
-0.00400000000000007 -10.0900837352123 -10.5639391136544 -41.5701799170908 294.440483345295 300
-0.00499999999999992 1.42599323113243 1.27621839786394 -45.95598081605 304.409226107664 300
-0.00600000000000011 8.40320606796361 8.64627648454424 -50.0454485905628 306.749938274885 300
-0.00699999999999996 3.20012812807668 2.52832190504498 -49.4436657593475 286.988750073646 300
-0.00800000000000015 -8.5903916612011 -8.3382086203222 -48.4548824398276 314.868221945604 300
-0.00899999999999999 -4.09210271799772 -3.8325652865883 -42.6011424698353 290.053705560945 300
-0.01 5.77297810766568 5.90794174204048 -46.4144519962942 297.326772884572 300
-0.011 4.04080145493217 3.33574684349809 -47.873117574207 304.435912860305 300
-0.0119999999999999 -2.26342176180864 -2.83707794617899 -47.2639635777033 298.289841241082 300
-0.0130000000000001 -4.84685822616702 -4.74046224635093 -48.2293211408889 307.426891556507 300
-0.0139999999999999 0.730019488604303 0.986776129963861 -51.7316499003431 300.440170826561 300
-0.0150000000000001 4.26077448616219 3.91808013638103 -54.291151521226 307.255558396632 300
-0.0159999999999999 1.27863815991297 0.810024452650392 -54.7223406003047 291.734463525168 300
-0.0170000000000001 -3.56788641496648 -3.75515327477342 -54.7477601347554 294.564654299139 300
-0.018 -2.17058215038449 -2.24716501464476 -57.14286129075 302.054313404083 300
-0.019 2.25905326870636 1.63921967547413 -58.8533190957507 306.22983915574 300
-0.02 2.97241978962073 2.96451401726046 -60.8817239000424 311.30107965708 300
-0.0209999999999999 -0.334102503297474 -0.605637647413503 -61.3911958925927 304.81986644645 300
-0.0220000000000001 -2.9155369863503 -3.16859291255928 -62.8165371262765 304.247643182586 300
-0.0229999999999999 -1.93156066911713 -1.15924751022671 -64.7713887670997 311.915600829831 300
-0.0240000000000001 2.40194455136225 2.28184032815344 -64.9641465971343 304.831920118777 300
-0.0249999999999999 2.68792799922974 2.74653416075209 -67.0228854799516 302.282874083699 300
-0.0260000000000001 -1.0710316290977 -0.837122777264953 -67.0514777646337 297.489051434453 300
-0.027 -2.97593384116917 -3.31549221484561 -65.8487951120311 301.741578310878 300
-0.0280000000000002 -0.2936994881742 -0.320204968207966 -68.1973537500859 304.942836966446 300
-0.029 2.41214704991016 2.5417253258162 -66.8418674203172 309.859239328862 300
-0.0299999999999999 1.48992716689067 1.13064811196 -62.2653192746297 305.808875334711 300
-0.0310000000000001 -1.09606020602944 -1.29494127213816 -50.0274784142555 298.676031745231 300
-0.0319999999999999 -1.01173329728638 -1.0065218313907 -33.8871108471785 291.362642949995 300
-0.0330000000000001 0.136674914213197 0.559266392088435 -20.4870408187178 303.916177667946 300
-0.0339999999999999 1.00778429241838 1.06396463324864 -15.5673535857712 306.487521830029 300
-0.0350000000000001 0.028326146693723 -0.0210873169463433 -17.8209333985757 304.609047678732 300
-0.036 -0.439497519358479 -0.893125784685563 -25.3989901744046 292.24148414029 300
-0.0370000000000002 -0.63372029217938 -0.945262029536734 -26.0899261471314 307.933966244647 300
-0.038 0.163631484092192 -0.0336557507001146 -20.6478741415497 315.539938425234 300
-0.0389999999999998 0.85557051144809 0.127936977057687 -14.2755927611639 304.46246492196 300
-0.04 -0.604412207155173 -0.244770389718275 -9.29268209967822 305.968554951954 300
-0.0409999999999999 -0.435628743990149 -0.425640006368974 -8.16735127847943 303.458236857984 300
-0.0420000000000001 -0.183052029814092 0.489110261149962 -7.30318404288521 295.795032755914 300
-0.0429999999999999 0.0358922616567737 0.340412251386694 -4.62673199293489 293.35331088788 300
-0.0440000000000001 0.388339862354969 0.0877619168415798 -1.59751383977731 305.101716347976 300
-0.045 0.458064499235874 0.20770385353767 -0.698548910235117 305.14484679309 300
-0.0460000000000002 -0.0459342257368037 0.23601066631225 -2.20691802547678 301.436610005442 300
-0.047 -0.323637649942978 -0.180026649668575 -3.55037460406068 309.3075760702 300
-0.0479999999999998 0.110614218338399 0.23901145074197 -3.70583876484569 311.574085819333 300
-0.049 0.0556776066487596 0.180362609097533 -4.89597026736486 311.141296872844 300
-0.0499999999999999 -0.0736638856657255 -0.625501340747495 -5.88735533951588 307.652218820858 300
-0.0510000000000001 -0.26122513056666 -0.319387229586156 -5.5531334587467 309.29108904753 300
-0.0519999999999999 -0.568323446057533 0.297520109945962 -4.11495911684192 305.742816392407 300
-0.0530000000000001 0.162484908605131 -0.0379346294638883 -3.59854704773824 302.739199382652 300
-0.054 0.611576760918911 -0.392788977755288 -2.74220176829746 312.216529828605 300
-0.0550000000000001 0.0306073682168486 0.3116079323737 -2.12982850688787 308.075429236504 300
-0.056 -0.0211215722739609 -0.0009490654421291 -1.4445594960308 305.460638735268 300
-0.0570000000000002 0.0767114117333429 0.285887813493459 -3.02197116314835 297.340938991284 300
-0.058 -0.125442126745946 0.279672556429888 -3.56153710184624 286.009875047215 300
-0.0589999999999999 0.00205432942248916 -0.0676702352654285 -5.78228023033948 297.758174454602 300
-0.0600000000000001 -0.109394946057355 -0.447090312115265 -6.72252842776888 299.351697749051 300
-0.0609999999999999 -0.20414226275626 -0.365632448395807 -7.06261508092168 289.08675443202 300
-0.0620000000000001 -0.144501461460847 -0.166629095098374 -6.38477213659229 290.093872350581 300
-0.0629999999999999 -0.0836760263259273 -0.337861920165058 -4.36528321677974 291.416617845253 300
-0.0640000000000001 -0.0639434970984975 0.151141004264817 -1.99784858501008 284.774544234929 300
-0.065 -0.0379076839023898 0.258156437786648 -0.733931946803472 291.357299481852 300
-0.0660000000000002 0.114408889911275 0.319268974182395 -0.286769910898533 300.817162293181 300
-0.067 0.220838019312959 0.211630774453961 -0.149365646713447 302.683343742361 300
-0.0679999999999999 0.110130213605649 0.116151462985678 -0.491321272017831 302.136671678427 300
-0.0690000000000001 -0.0942941297429882 0.115261534937191 -2.15925192135721 308.12772720815 300
-0.0699999999999999 -0.0868364409468359 -0.47136221634672 -4.1156431128144 302.295647511841 300
-0.0710000000000001 -0.0627653869561858 -0.282774078162748 -4.21998153865997 305.75241687714 300
-0.0719999999999999 0.0772234002728914 -0.118174156808647 -5.27995792945601 304.75104189629 300
-0.0730000000000001 -0.321160050262799 -0.311099369623382 -4.93060138833946 305.050252119451 300
-0.074 0.0474860268800418 -0.133219577596499 -3.4063456330842 308.752049646063 300
-0.0750000000000002 0.2805378258345 0.475262990280912 -2.76883370220869 299.964852321169 300
-0.076 -0.0306344169626738 0.139709623693038 -1.98293098078904 297.332656862415 300
-0.0769999999999998 -0.129966930707738 0.070158041429339 -1.45097887515421 299.726333888631 300
-0.078 0.0587464375611748 0.0292107267259008 -1.51076349351809 302.508312381704 300
-0.0789999999999999 0.131546101429816 -0.0799568293405331 -0.970898179134523 292.684734262293 300
-0.0800000000000001 0.0446575989741439 -0.152285391232082 -2.02500054346335 293.373759778125 300
-0.0809999999999999 0.153520331587112 -0.0211348299363196 -2.38960347107599 291.474814228268 300
-0.0820000000000001 0.131309355422147 -0.0633448619205472 -1.72228242327116 305.776404868957 300
-0.083 -0.10087534790253 0.0170381109983413 -1.64207781712048 305.620492183687 300
-0.0840000000000002 0.0283289324883102 0.153410587342839 -2.03533465473666 304.553450167297 300
-0.085 0.0157595403674799 -0.109182704384154 -1.74682278900699 297.835849448384 300
-0.0859999999999998 -0.125186644274459 0.063945811419516 -1.58585717683908 303.119550491973 300
-0.087 0.010142216207604 0.165357359232074 -2.82960375126591 290.215185439026 300
-0.0879999999999999 -0.233964770828678 -0.207754275203238 -2.71989047781663 309.081589249142 300
-0.0890000000000001 -0.170648820807151 -0.562217676321905 -2.75290021878055 295.818557731544 300
-0.0899999999999999 -0.295490992911328 -0.0158899206814434 -2.91177721694207 290.353837231175 300
-0.0910000000000001 0.0724633528970246 0.0853694017151615 -1.87927552326614 290.354511626293 300
-0.092 -0.0421745810586379 0.109572234899947 -0.986185698018109 311.434031073471 300
-0.0930000000000002 0.0346061730678151 0.0683787702185166 -0.920792713513105 314.782286844935 300
-0.094 0.0137714391692308 0.306748184437519 -0.713808831540931 296.826655235956 300
-0.0949999999999998 -0.0111185885682823 0.197663840401853 -0.437610307483099 292.204809230995 300
-0.096 -0.152570717021096 0.284889069085925 -1.02371890052081 301.942779883511 300
-0.0969999999999999 0.0689628785122479 0.0676987653952415 -2.53082204738177 293.546372601359 300
-0.0980000000000001 0.0743530961528337 -0.452212712749849 -2.98912413995702 302.351430569178 300
-0.0989999999999999 -0.169918432364616 -0.102487161360836 -2.97826341588506 303.532353021464 300
-0.1 -0.077176696825258 -0.373802464565294 -3.17352047538446 302.427103388858 300
-0.101 -0.0161770492199117 -0.334133023064322 -2.28852033229075 300.423705929095 300
-0.102 0.136526099880812 0.306007663980151 -1.31754970721465 306.427736705456 300
-0.103 0.151859405513975 0.213989879108389 -0.820945751408859 295.316366264983 300
-0.104 -0.16466181332488 -0.0977537331671054 -0.538430198776011 288.253535428903 300
-0.105 -0.173364200746784 0.250740205776526 -0.975155977918832 311.345962856063 300
-0.106 0.176624778055016 0.229614365361866 -1.1676228485216 302.907896189655 300
-0.107 0.104994706330719 0.0801792009436534 -1.29846468422365 310.140430404938 300
-0.108 -0.171294328668419 -0.0230979210458558 -2.39253869780525 294.059086406985 300
-0.109 -0.219970858360136 -0.219015744872885 -2.50274869363785 292.413857458948 300
-0.11 0.0300934303549822 -0.108055328256612 -1.89572448092056 288.659838856134 300
-0.111 0.301789166073827 0.272463976029638 -1.82012091965732 288.241641969737 300
-0.112 -0.0474498322762424 0.138922028816471 -1.45229340573313 300.263854328946 300
-0.113 -0.119892855045994 -0.304051223146388 -1.07306533885699 303.722063777925 300
-0.114 -0.148700887172765 0.0880754486886652 -1.6587783658404 300.267678021669 300
-0.115 0.151434686690524 -0.0631400364087215 -1.62514372750886 300.653082965175 300
-0.116 0.353566435081686 -0.0130336043726352 -1.51862231823685 295.485990559916 300
-0.117 -0.0251571849316213 0.0350124940616165 -1.5295306355352 293.010835765658 300
-0.118 -0.281116642370482 0.0700525604634267 -1.21462224452534 294.149846702063 300
-0.119 0.0646363516705808 0.0371729100760982 -1.23460448166573 297.909259874889 300
-0.12 0.191191114619993 0.257693340862664 -1.05416522554458 311.055959600714 300
-0.121 0.0820638761329218 0.0799034179557096 -1.11490065643467 307.914571656991 300
-0.122 -0.118386787989028 0.146620009940614 -1.68169308272183 308.114483600145 300
-0.123 -0.137420793125575 -0.189023546339836 -2.11934815828078 294.205052676386 300
-0.124 -0.119258576477043 -0.0676142246307894 -2.10530106188766 292.05646999393 300
-0.125 0.0763969278503795 -0.116562168358005 -2.16130208539723 296.918362646418 300
-0.126 0.0654288738064657 -0.135287989056059 -1.64530319512555 301.784055015534 300
-0.127 -0.0491902735958168 0.109950606403914 -1.21789889193644 293.846146281777 300
-0.128 -0.0305740308217745 0.296947029385152 -0.63059519684758 304.114362360395 300
-0.129 0.342546894721074 -0.0140910847471162 -0.624398702620343 307.543290165404 300
-0.13 -0.0142923237205073 0.140373999973731 -1.06790812940573 295.658058861408 300
-0.131 -0.0320991786276277 0.0399838638717174 -1.16698234033286 297.788085207893 300
-0.132 -0.0306454509739289 -0.167543985928868 -1.61966198475925 299.458019896228 300
-0.133 0.00630595435049857 -0.0380179300227948 -2.05079237395549 292.416555282942 300
-0.134 0.12347190525086 -0.0570527307689132 -2.22849141963389 290.427146133777 300
-0.135 0.0569801338166292 -0.216149061616193 -1.82183442896358 302.028957466741 300
-0.136 -0.177934808732779 -0.14967302028275 -1.36158341385874 295.437813187398 300
-0.137 -0.126566986317117 0.31446407990771 -1.15209935786324 292.682492941193 300
-0.138 0.260084008975092 0.0554284047598202 -0.751716104631257 301.170383427996 300
-0.139 0.147895928142963 0.180003706113377 -1.01156415600156 292.990613838887 300
-0.14 0.00864470095479954 0.0518832078993841 -1.29818333719371 296.355988306634 300
